"chr","start","stop","CpG_count","mean_group1","mean_group2","logFC","logCPM","PValue","FDR","fold_change"
"1",821501,822000,5,9.5,0.5,3.31257276996096,0.65163979626931,0.00131623893545857,0.0468148723918073,9.93536362660424
"1",902501,903000,24,8.5,0,5.80256372923548,0.487506244203019,0.000122434812863589,0.0161166266587933,55.8143323713231
"1",905501,906000,22,8.5,0,5.80256372923548,0.487506244203019,0.000122434812863589,0.0161166266587933,55.8143323713231
"1",921501,922000,17,14.5,0,6.56235804444727,1.04745623379061,1.56265897485917e-06,0.00219386767048579,94.5075737067758
"1",923001,923500,18,7,0,5.52800989357782,0.305604413450195,0.000489338337760718,0.0281127206952951,46.1420403141692
"1",926001,926500,22,11,0,6.16862210026361,0.747113095979326,7.6636617514305e-05,0.0141666089873896,71.9350059884808
"1",950001,950500,15,18,0.5,4.23070528957654,1.32988372849904,9.80923051194281e-07,0.00164935056838596,18.7745352418892
"1",957001,957500,15,9,0,5.88358056434996,0.543257235331859,6.12454862800645e-05,0.0135727932641176,59.0383527765292
"1",1039501,1040000,15,7,0,5.52817023650601,0.30631690888951,0.000493924006240707,0.0281127206952951,46.1471688831349
"1",1053001,1053500,20,12.5,0.5,3.70293555456711,0.928894328353149,6.64164227398555e-05,0.0137575259285099,13.0225092304315
"1",1086501,1087000,15,6.5,0,5.42348725001239,0.238625089947341,0.000978324053118296,0.0375689514448215,42.9172951975757
"1",1093501,1094000,14,11,0,6.16862210026361,0.747113095979326,7.6636617514305e-05,0.0141666089873896,71.9350059884808
"1",1103501,1104000,13,11.5,0,6.23194830339589,0.796375274818591,4.02566428067273e-05,0.0130507276524771,75.1628727714857
"1",1112501,1113000,16,7.5,0,5.63071459586547,0.370310218892055,0.000648235947292245,0.0341478259220867,49.5466151512634
"1",1123001,1123500,18,8.5,0,5.77963878644425,0.485391473302884,0.000737292413285272,0.0369367934192102,54.9344320478737
"1",1152501,1153000,12,10,0.5,3.38538655328875,0.700739250563397,0.00131623893545857,0.0468148723918073,10.4496777907838
"1",1207501,1208000,21,8,0,5.71283930467906,0.428034506946894,0.000314138523828618,0.0242410264927834,52.4488525213141
"1",1223001,1223500,32,10,0,6.0331590920122,0.649917396564748,0.000275611652311248,0.0221995249485186,65.4880193024474
"1",1224001,1224500,23,9.5,0,5.98969013172159,0.601086710815131,0.000188830408388958,0.021147964416598,63.5442699291128
"1",1226001,1226500,15,11.5,0,6.23192912832498,0.795682123715321,4.02566428067273e-05,0.0130507276524771,75.1618737773838
"1",1229001,1229500,23,13,0,6.40663302586395,0.927882739105638,1.1118584924623e-05,0.00674353514489981,84.8376660042397
"1",1251501,1252000,15,10.5,0.5,3.45473701935545,0.74952124264966,0.000731154549347838,0.0368089479892141,10.9642636446295
"1",1258001,1258500,15,8.5,0,5.80260209388105,0.488917578437063,0.000122434812863589,0.0161166266587933,55.8158166250911
"1",1259001,1259500,29,12,0.5,3.6444040156897,0.884567268168671,0.000232146535507412,0.0217239916706777,12.5047474511586
"1",1260001,1260500,22,10.5,0,6.10247120267899,0.699021971101748,0.000145533241917837,0.0177288155785391,68.7110965888961
"1",1261501,1262000,13,9,0,5.88359974518812,0.543960464175622,6.12454862800645e-05,0.0135727932641176,59.0391377051426
"1",1262001,1262500,20,16,0.5,4.05520462324051,1.19539562010141,3.06008959406642e-06,0.00332277228902671,16.6241033490019
"1",1264501,1265000,11,6.5,0,5.42348725001239,0.238625089947341,0.000978324053118296,0.0375689514448215,42.9172951975757
"1",1265001,1265500,13,10,0,6.02444022106032,0.647821287311478,6.0517699078967e-05,0.0135727932641176,65.0934385413842
"1",1265501,1266000,15,8.5,0,5.80258291143102,0.488211762484959,0.000122434812863589,0.0161166266587933,55.8150744883507
"1",1282501,1283000,17,8.5,0,5.80260209388105,0.488917578437063,0.000122434812863589,0.0161166266587933,55.8158166250911
"1",1329501,1330000,35,12,0,6.29222985045081,0.83928763663802,2.20039311732865e-05,0.00970653262506794,78.3700140447148
"1",1341001,1341500,28,15,0.5,3.97766982191809,1.12687308561639,3.18710665526586e-05,0.0126594715428871,15.7542571228136
"1",1370001,1370500,22,6.5,0,5.42348725001239,0.238625089947341,0.000978324053118296,0.0375689514448215,42.9172951975757
"1",1373001,1373500,15,14,0,6.52728870829487,1.01146259355541,1.5668527391788e-05,0.00860712573590853,92.2379604941818
"1",1373501,1374000,21,13,0,6.40658374968042,0.92719586929203,1.10360216332566e-05,0.00674353514489981,84.834768368295
"1",1379001,1379500,17,12,0.5,3.64474852486037,0.885262585511935,0.00012173155880853,0.0161166266587933,12.5077338858923
"1",1396501,1397000,22,7,0,5.52799070756349,0.30489222672951,0.000978324053118296,0.0375689514448215,46.1414266876333
"1",1411001,1411500,13,11.5,0.5,3.58205032567968,0.840295365209067,0.000276390578594798,0.0221995249485186,11.9758016401773
"1",1411501,1412000,14,7.5,0,5.6254126256071,0.367470222881352,0.000489338337760718,0.0281127206952951,49.3648632523501
"1",1473001,1473500,25,8.5,0,5.80258291143102,0.488211762484959,0.000122434812863589,0.0161166266587933,55.8150744883507
"1",1474001,1474500,28,7,0,5.52049554260236,0.303468778533055,0.00137552514236765,0.0470578560588441,45.9023319436521
"1",1477501,1478000,24,9,0,5.8562267694219,0.541149310941737,0.000504911318501249,0.0285562034538437,57.9295185362666
"1",1484001,1484500,26,12.5,1,2.8228532052034,0.970221034545689,0.000490499132599675,0.0281127206952951,7.07560350054167
"1",1492501,1493000,13,8.5,0,5.8025445472944,0.486801023383637,0.000122434812863589,0.0161166266587933,55.8135902740074
"1",1499001,1499500,21,11,0,6.1628036533569,0.746418849508173,0.000128556658657367,0.0166834751014474,71.6454734675683
"1",1503501,1504000,16,6.5,0,5.42350643738492,0.239339635581939,0.000978324053118296,0.0375689514448215,42.9178659873708
"1",1504001,1504500,15,6.5,0,5.42350643738492,0.239339635581939,0.000978324053118296,0.0375689514448215,42.9178659873708
"1",1521501,1522000,19,6.5,0,5.4234680628946,0.23791085666537,0.000978324053118296,0.0375689514448215,42.9167244229497
"1",1538501,1539000,20,12.5,0,6.35062486455208,0.883561222137565,2.12292618637436e-05,0.00958240475830527,81.6072184666086
"1",1539001,1539500,23,9.5,0,5.9430853223181,0.595475563579954,0.000182517261430426,0.0207554463395178,61.5243379154945
